order_id,payment_type,payment_installments,payment_value
ORD001655,credit_card,6,146.17
ORD001656,credit_card,6,399.3
ORD001657,credit_card,2,244.7
ORD001658,credit_card,1,521.48
ORD001659,credit_card,2,145.98
ORD001660,voucher,1,93.91
ORD001661,credit_card,10,83.63
ORD001662,boleto,1,930.92
ORD001663,credit_card,2,1406.52
ORD001664,credit_card,10,58.03
ORD001665,boleto,1,28.06
ORD001666,credit_card,1,207.32
ORD001667,credit_card,10,951.33
ORD001668,debit_card,1,250.08
ORD001669,credit_card,2,759.99
ORD001670,credit_card,3,111.5
ORD001671,voucher,1,2140.31
ORD001672,boleto,1,858.48
ORD001673,boleto,1,237.61
ORD001674,credit_card,1,27.01
ORD001675,credit_card,1,853.45
ORD001676,credit_card,6,1995.11
ORD001677,credit_card,1,1054.28
ORD001678,credit_card,3,753.17
ORD001679,credit_card,10,155.23
ORD001680,credit_card,1,190.45
ORD001681,boleto,1,221.07
ORD001682,boleto,1,136.99
ORD001683,credit_card,1,1105.24
ORD001684,credit_card,2,65.85
ORD001685,credit_card,3,461.56
ORD001686,credit_card,3,705.27
ORD001687,credit_card,3,126.09
ORD001688,credit_card,1,408.45
ORD001689,credit_card,1,222.0
ORD001690,boleto,1,185.14
ORD001691,debit_card,1,1181.39
ORD001692,debit_card,1,1413.83
ORD001693,boleto,1,60.93
ORD001694,boleto,1,146.34
ORD001695,debit_card,1,2540.13
ORD001696,debit_card,1,660.09
ORD001697,boleto,1,625.56
ORD001698,voucher,1,94.34
ORD001699,boleto,1,451.48
ORD001700,debit_card,1,244.4
ORD001701,boleto,1,188.92
ORD001702,boleto,1,55.06
ORD001703,debit_card,1,165.76
ORD001704,credit_card,1,375.54
ORD001705,boleto,1,602.84
ORD001706,credit_card,1,1236.4
ORD001707,credit_card,1,54.95
ORD001708,credit_card,3,226.69
ORD001709,boleto,1,103.77
ORD001710,credit_card,1,2516.32
ORD001711,credit_card,1,78.22
ORD001712,voucher,1,166.72
ORD001713,credit_card,1,1016.24
ORD001714,debit_card,1,763.3
ORD001715,voucher,1,792.85
ORD001716,debit_card,1,304.48
ORD001717,boleto,1,120.7
ORD001718,credit_card,3,194.85
ORD001719,credit_card,2,395.89
ORD001720,credit_card,1,900.16
ORD001721,credit_card,1,667.86
ORD001722,credit_card,1,82.56
ORD001723,credit_card,10,857.84
ORD001724,credit_card,1,48.96
ORD001725,credit_card,1,1079.19
ORD001726,credit_card,10,21.62
ORD001727,credit_card,6,157.38
ORD001728,credit_card,2,143.23
ORD001729,debit_card,1,250.57
ORD001730,credit_card,2,1799.11
ORD001731,credit_card,3,1744.05
ORD001732,voucher,1,115.34
ORD001733,debit_card,1,306.86
ORD001734,debit_card,1,42.16
ORD001735,credit_card,1,978.27
ORD001736,debit_card,1,40.91
ORD001737,voucher,1,117.74
ORD001738,credit_card,1,151.9
ORD001739,credit_card,1,1410.99
ORD001740,credit_card,1,128.66
ORD001741,credit_card,10,784.73
ORD001742,boleto,1,1117.35
ORD001743,credit_card,3,1362.06
ORD001744,debit_card,1,203.44
ORD001745,credit_card,6,636.21
ORD001746,debit_card,1,131.8
ORD001747,credit_card,1,573.03
ORD001748,boleto,1,87.46
ORD001749,voucher,1,152.17
ORD001750,credit_card,1,137.69
ORD001751,boleto,1,138.24
ORD001752,credit_card,1,385.39
ORD001753,credit_card,1,321.12
ORD001754,debit_card,1,111.2
ORD001755,credit_card,10,1800.97
ORD001756,credit_card,3,159.44
ORD001757,credit_card,10,2046.21
ORD001758,credit_card,6,1138.52
ORD001759,credit_card,1,948.69
ORD001760,credit_card,2,997.9
ORD001761,credit_card,3,157.25
ORD001762,debit_card,1,771.97
ORD001763,credit_card,1,114.08
ORD001764,credit_card,6,397.42
ORD001765,credit_card,1,175.49
ORD001766,boleto,1,1343.33
ORD001767,debit_card,1,123.25
ORD001768,credit_card,10,1606.67
ORD001769,credit_card,2,512.34
ORD001770,debit_card,1,3519.04
ORD001771,voucher,1,1284.04
ORD001772,credit_card,3,1055.92
ORD001773,credit_card,2,325.38
ORD001774,voucher,1,593.89
ORD001775,credit_card,10,70.78
ORD001776,debit_card,1,1127.35
ORD001777,credit_card,1,1068.54
ORD001778,boleto,1,619.77
ORD001779,debit_card,1,761.31
ORD001780,credit_card,1,675.48
ORD001781,debit_card,1,115.17
ORD001782,debit_card,1,59.99
ORD001783,debit_card,1,171.18
ORD001784,credit_card,1,1114.61
ORD001785,debit_card,1,164.28
ORD001786,credit_card,1,56.01
ORD001787,voucher,1,165.58
ORD001788,credit_card,3,195.95
ORD001789,debit_card,1,526.85
ORD001790,debit_card,1,816.21
ORD001791,credit_card,3,319.65
ORD001792,credit_card,6,123.23
ORD001793,debit_card,1,460.11
ORD001794,credit_card,3,63.12
ORD001795,boleto,1,1420.99
ORD001796,credit_card,3,233.74
ORD001797,credit_card,3,1526.47
ORD001798,boleto,1,123.04
ORD001799,boleto,1,54.93
ORD001800,boleto,1,799.54
ORD001801,credit_card,3,305.07
ORD001802,credit_card,2,86.8
ORD001803,credit_card,6,57.13
ORD001804,credit_card,1,904.31
ORD001805,boleto,1,1344.46
ORD001806,boleto,1,240.22
ORD001807,boleto,1,364.13
ORD001808,credit_card,2,842.17
ORD001809,credit_card,1,406.17
ORD001810,credit_card,10,161.52
ORD001811,credit_card,1,179.76
ORD001812,credit_card,3,1136.38
ORD001813,boleto,1,97.83
ORD001814,debit_card,1,55.66
ORD001815,boleto,1,461.52
ORD001816,credit_card,2,1274.04
ORD001817,credit_card,1,722.16
ORD001818,credit_card,2,638.3
ORD001819,debit_card,1,1172.06
ORD001820,credit_card,1,263.31
ORD001821,credit_card,6,149.65
ORD001822,voucher,1,124.23
ORD001823,voucher,1,93.78
ORD001824,credit_card,6,42.85
ORD001825,credit_card,1,421.96
ORD001826,boleto,1,82.4
ORD001827,credit_card,1,1387.29
ORD001828,boleto,1,160.35
ORD001829,credit_card,10,67.6
ORD001830,credit_card,2,940.92
ORD001831,debit_card,1,329.01
ORD001832,credit_card,3,253.98
ORD001833,credit_card,1,144.83
ORD001834,credit_card,6,53.85
ORD001835,boleto,1,18.93
ORD001836,credit_card,1,505.88
ORD001837,boleto,1,45.58
ORD001838,debit_card,1,775.37
ORD001839,voucher,1,315.85
ORD001840,debit_card,1,70.73
ORD001841,debit_card,1,469.88
ORD001842,credit_card,1,1354.74
ORD001843,credit_card,3,348.38
ORD001844,credit_card,6,1169.4
ORD001845,credit_card,6,136.34
ORD001846,boleto,1,549.53
ORD001847,credit_card,10,1892.7
ORD001848,credit_card,3,1711.14
ORD001849,credit_card,6,636.0
ORD001850,boleto,1,1126.6
ORD001851,debit_card,1,60.74
ORD001852,credit_card,10,160.46
ORD001853,credit_card,10,606.97
ORD001854,boleto,1,74.84
ORD001855,credit_card,3,1412.09
ORD001856,debit_card,1,1655.44
ORD001857,credit_card,6,78.27
ORD001858,boleto,1,468.63
ORD001859,credit_card,3,92.2
ORD001860,voucher,1,390.5
ORD001861,credit_card,1,260.1
ORD001862,credit_card,2,50.89
ORD001863,credit_card,2,71.22
ORD001864,credit_card,2,86.22
ORD001865,debit_card,1,246.11
ORD001866,credit_card,1,120.15
ORD001867,credit_card,2,78.58
ORD001868,credit_card,1,125.82
ORD001869,credit_card,1,626.32
ORD001870,boleto,1,754.54
ORD001871,credit_card,10,504.4
ORD001872,credit_card,3,103.94
ORD001873,credit_card,3,679.2
ORD001874,boleto,1,57.6
ORD001875,credit_card,2,101.89
ORD001876,credit_card,3,163.6
ORD001877,voucher,1,113.74
ORD001878,credit_card,1,149.69
ORD001879,voucher,1,1661.5
ORD001880,credit_card,3,146.39
ORD001881,credit_card,2,330.66
ORD001882,voucher,1,198.55
ORD001883,credit_card,1,1168.84
ORD001884,boleto,1,72.15
ORD001885,debit_card,1,37.49
ORD001886,debit_card,1,57.7
ORD001887,credit_card,1,95.7
ORD001888,debit_card,1,1012.5
ORD001889,credit_card,6,390.71
ORD001890,boleto,1,75.86
ORD001891,voucher,1,215.31
ORD001892,credit_card,6,255.3
ORD001893,credit_card,1,125.73
ORD001894,debit_card,1,223.98
ORD001895,credit_card,1,46.05
ORD001896,credit_card,2,232.35
ORD001897,credit_card,1,1444.37
ORD001898,debit_card,1,316.87
ORD001899,voucher,1,252.33
ORD001900,credit_card,1,635.93
ORD001901,credit_card,2,288.25
ORD001902,debit_card,1,200.66
ORD001903,credit_card,10,194.7
ORD001904,boleto,1,414.99
ORD001905,credit_card,1,428.1
ORD001906,credit_card,6,183.12
ORD001907,credit_card,6,170.23
ORD001908,credit_card,3,388.12
ORD001909,credit_card,1,77.82
ORD001910,boleto,1,634.34
ORD001911,credit_card,1,1131.14
ORD001912,credit_card,1,598.22
ORD001913,credit_card,10,30.41
ORD001914,credit_card,3,174.36
ORD001915,credit_card,1,63.87
ORD001916,boleto,1,1294.22
ORD001917,debit_card,1,70.79
ORD001918,boleto,1,113.13
ORD001919,voucher,1,556.73
ORD001920,boleto,1,386.75
ORD001921,credit_card,1,87.4
ORD001922,credit_card,3,437.27
ORD001923,debit_card,1,238.08
ORD001924,boleto,1,392.12
ORD001925,credit_card,6,705.65
ORD001926,debit_card,1,53.96
ORD001927,credit_card,10,159.1
ORD001928,credit_card,2,81.38
ORD001929,credit_card,1,125.53
ORD001930,boleto,1,388.97
ORD001931,credit_card,2,840.65
ORD001932,credit_card,2,1020.79
ORD001933,credit_card,6,263.22
ORD001934,debit_card,1,1871.92
ORD001935,credit_card,2,37.95
ORD001936,credit_card,10,37.87
ORD001937,debit_card,1,102.32
ORD001938,credit_card,10,214.73
ORD001939,credit_card,3,681.87
ORD001940,credit_card,1,857.84
ORD001941,credit_card,2,60.74
ORD001942,credit_card,1,167.08
ORD001943,debit_card,1,49.35
ORD001944,credit_card,1,422.55
ORD001945,credit_card,2,267.77
ORD001946,boleto,1,114.12
ORD001947,debit_card,1,1393.44
ORD001948,credit_card,1,233.86
ORD001949,credit_card,10,145.86
ORD001950,boleto,1,180.86
ORD001951,credit_card,3,66.61
ORD001952,voucher,1,217.07
ORD001953,credit_card,1,1794.83
ORD001954,credit_card,2,45.99
ORD001955,boleto,1,342.82
ORD001956,credit_card,3,85.65
ORD001957,credit_card,3,118.81
ORD001958,debit_card,1,92.61
ORD001959,credit_card,1,955.55
ORD001960,credit_card,1,239.41
ORD001961,credit_card,6,195.53
ORD001962,credit_card,6,349.38
ORD001963,credit_card,6,74.93
ORD001964,credit_card,1,446.13
ORD001965,credit_card,1,985.61
ORD001966,credit_card,10,367.03
ORD001967,credit_card,6,1823.12
ORD001968,credit_card,2,56.45
ORD001969,credit_card,1,1323.39
ORD001970,credit_card,2,411.84
ORD001971,boleto,1,272.41
ORD001972,credit_card,6,126.01
ORD001973,credit_card,1,181.82
ORD001974,credit_card,10,589.53
ORD001975,credit_card,6,881.72
ORD001976,credit_card,1,63.49
ORD001977,credit_card,3,561.34
ORD001978,debit_card,1,406.02
ORD001979,credit_card,1,79.86
ORD001980,credit_card,2,1023.8
ORD001981,credit_card,1,108.84
ORD001982,credit_card,1,1046.29
ORD001983,debit_card,1,345.47
ORD001984,credit_card,1,283.68
ORD001985,credit_card,6,201.22
ORD001986,credit_card,1,333.53
ORD001987,debit_card,1,205.66
ORD001988,credit_card,10,186.64
ORD001989,credit_card,1,631.0
ORD001990,debit_card,1,173.73
ORD001991,voucher,1,1232.86
ORD001992,credit_card,1,444.37
ORD001993,voucher,1,64.58
ORD001994,credit_card,2,389.48
ORD001995,boleto,1,1955.42
ORD001996,boleto,1,1658.72
ORD001997,debit_card,1,51.65
ORD001998,credit_card,3,703.38
ORD001999,credit_card,10,143.08
ORD002000,credit_card,1,173.55
ORD002001,credit_card,10,1145.77
ORD002002,debit_card,1,1023.85
ORD002003,credit_card,2,191.89
ORD002004,voucher,1,917.03
ORD002005,boleto,1,320.53
ORD002006,credit_card,1,369.42
ORD002007,boleto,1,61.38
ORD002008,boleto,1,774.41
ORD002009,voucher,1,443.56
ORD002010,credit_card,1,1280.96
ORD002011,credit_card,6,868.24
ORD002012,boleto,1,85.13
ORD002013,boleto,1,718.87
ORD002014,debit_card,1,184.51
ORD002015,credit_card,10,106.98
ORD002016,credit_card,2,154.35
ORD002017,debit_card,1,239.21
ORD002018,credit_card,3,735.13
ORD002019,credit_card,1,1648.87
ORD002020,boleto,1,608.69
ORD002021,credit_card,10,61.14
ORD002022,credit_card,10,609.22
ORD002023,credit_card,1,239.2
ORD002024,debit_card,1,1095.65
ORD002025,debit_card,1,118.53
ORD002026,credit_card,2,1543.58
ORD002027,boleto,1,63.19
ORD002028,credit_card,1,1232.96
ORD002029,boleto,1,1271.54
ORD002030,credit_card,3,313.56
ORD002031,boleto,1,22.89
ORD002032,credit_card,10,3016.54
ORD002033,debit_card,1,92.46
ORD002034,credit_card,10,799.27
ORD002035,credit_card,1,1040.23
ORD002036,credit_card,1,171.78
ORD002037,debit_card,1,57.69
ORD002038,boleto,1,266.48
ORD002039,credit_card,6,182.41
ORD002040,credit_card,2,1099.42
ORD002041,credit_card,1,934.48
ORD002042,debit_card,1,451.22
ORD002043,credit_card,6,64.27
ORD002044,credit_card,2,796.02
ORD002045,credit_card,6,233.26
ORD002046,debit_card,1,1110.97
ORD002047,credit_card,1,758.25
ORD002048,credit_card,6,127.95
ORD002049,credit_card,1,34.11
ORD002050,credit_card,6,996.66
ORD002051,voucher,1,101.63
ORD002052,debit_card,1,86.17
ORD002053,credit_card,10,1307.15
ORD002054,credit_card,3,520.45
ORD002055,credit_card,1,45.51
ORD002056,credit_card,1,871.57
ORD002057,debit_card,1,264.39
ORD002058,credit_card,1,938.74
ORD002059,credit_card,1,711.43
ORD002060,credit_card,1,113.07
ORD002061,debit_card,1,157.54
ORD002062,debit_card,1,192.72
ORD002063,boleto,1,734.66
ORD002064,credit_card,6,187.73
ORD002065,debit_card,1,1084.03
ORD002066,credit_card,1,430.54
ORD002067,boleto,1,1071.86
ORD002068,credit_card,1,375.48
ORD002069,credit_card,10,718.53
ORD002070,credit_card,3,189.72
ORD002071,credit_card,3,409.31
ORD002072,credit_card,2,653.1
ORD002073,credit_card,1,137.23
ORD002074,credit_card,2,249.96
ORD002075,credit_card,10,1477.48
ORD002076,credit_card,1,386.98
ORD002077,debit_card,1,1902.35
ORD002078,credit_card,6,275.83
ORD002079,credit_card,3,199.96
ORD002080,credit_card,1,24.81
ORD002081,credit_card,2,114.03
ORD002082,credit_card,1,228.02
ORD002083,voucher,1,59.93
ORD002084,credit_card,2,830.38
ORD002085,debit_card,1,895.09
ORD002086,credit_card,1,83.56
ORD002087,credit_card,2,198.97
ORD002088,credit_card,3,424.03
ORD002089,boleto,1,64.37
ORD002090,credit_card,3,429.82
ORD002091,credit_card,3,42.31
ORD002092,debit_card,1,154.75
ORD002093,credit_card,2,489.28
ORD002094,credit_card,6,72.65
ORD002095,boleto,1,610.68
ORD002096,debit_card,1,512.79
ORD002097,credit_card,1,67.87
ORD002098,credit_card,10,372.67
ORD002099,credit_card,6,23.38
ORD002100,credit_card,6,216.49
ORD002101,boleto,1,50.85
ORD002102,boleto,1,306.7
ORD002103,credit_card,2,90.71
ORD002104,boleto,1,259.15
ORD002105,debit_card,1,287.31
ORD002106,credit_card,1,132.91
ORD002107,boleto,1,42.9
ORD002108,debit_card,1,100.95
ORD002109,voucher,1,201.63
ORD002110,credit_card,2,822.84
ORD002111,boleto,1,1733.51
ORD002112,credit_card,1,1620.49
ORD002113,credit_card,2,267.9
ORD002114,credit_card,1,152.47
ORD002115,debit_card,1,189.65
ORD002116,debit_card,1,114.8
ORD002117,credit_card,6,232.88
ORD002118,debit_card,1,417.52
ORD002119,credit_card,2,1559.35
ORD002120,debit_card,1,1136.36
ORD002121,debit_card,1,145.41
ORD002122,credit_card,6,35.07
ORD002123,credit_card,2,357.99
ORD002124,debit_card,1,73.84
ORD002125,boleto,1,507.95
ORD002126,credit_card,1,71.56
ORD002127,credit_card,1,136.85
ORD002128,credit_card,6,699.45
ORD002129,debit_card,1,2267.7
ORD002130,credit_card,2,2550.25
ORD002131,credit_card,2,128.71
ORD002132,credit_card,1,73.67
ORD002133,credit_card,3,433.4
ORD002134,credit_card,6,104.09
ORD002135,debit_card,1,1075.58
ORD002136,debit_card,1,223.23
ORD002137,credit_card,10,282.97
ORD002138,credit_card,6,2925.55
ORD002139,credit_card,3,772.87
ORD002140,credit_card,2,42.68
ORD002141,credit_card,1,282.18
ORD002142,boleto,1,149.26
ORD002143,credit_card,1,79.42
ORD002144,credit_card,1,199.57
ORD002145,credit_card,2,757.71
ORD002146,boleto,1,1364.12
ORD002147,credit_card,2,387.33
ORD002148,debit_card,1,620.8
ORD002149,credit_card,10,98.58
ORD002150,boleto,1,616.75
ORD002151,credit_card,6,812.65
ORD002152,credit_card,1,126.95
ORD002153,debit_card,1,140.72
ORD002154,credit_card,1,283.99
ORD002155,credit_card,2,795.88
ORD002156,debit_card,1,580.19
ORD002157,credit_card,2,120.76
ORD002158,credit_card,1,513.84
ORD002159,credit_card,1,1905.96
ORD002160,credit_card,2,353.33
ORD002161,debit_card,1,832.65
ORD002162,credit_card,2,682.71
ORD002163,credit_card,1,93.29
ORD002164,debit_card,1,46.67
ORD002165,credit_card,3,388.51
ORD002166,boleto,1,1478.87
ORD002167,credit_card,2,1241.1
ORD002168,boleto,1,529.81
ORD002169,credit_card,1,624.75
ORD002170,credit_card,1,750.06
ORD002171,credit_card,2,440.34
ORD002172,debit_card,1,116.53
ORD002173,debit_card,1,419.49
ORD002174,credit_card,2,65.2
ORD002175,credit_card,1,96.11
ORD002176,voucher,1,877.69
ORD002177,boleto,1,406.32
ORD002178,boleto,1,2294.22
ORD002179,credit_card,1,106.65
ORD002180,boleto,1,356.77
ORD002181,boleto,1,134.5
ORD002182,credit_card,1,53.62
ORD002183,debit_card,1,1428.01
ORD002184,debit_card,1,525.19
ORD002185,debit_card,1,374.77
ORD002186,credit_card,6,1155.04
ORD002187,credit_card,6,84.55
ORD002188,debit_card,1,286.69
ORD002189,credit_card,10,209.52
ORD002190,debit_card,1,356.87
ORD002191,credit_card,2,437.41
ORD002192,credit_card,2,366.92
ORD002193,voucher,1,252.46
ORD002194,credit_card,3,339.75
ORD002195,debit_card,1,200.69
ORD002196,credit_card,10,598.32
ORD002197,credit_card,10,901.11
ORD002198,debit_card,1,116.38
ORD002199,boleto,1,1802.98
ORD002200,credit_card,1,61.3
ORD002201,voucher,1,589.91
ORD002202,credit_card,3,135.46
ORD002203,debit_card,1,744.08
ORD002204,credit_card,6,132.68
ORD002205,debit_card,1,88.95
ORD002206,credit_card,3,68.45
ORD002207,credit_card,6,412.97
ORD002208,debit_card,1,856.09
ORD002209,credit_card,1,864.55
ORD002210,credit_card,1,89.66
ORD002211,debit_card,1,68.51
ORD002212,credit_card,3,334.24
ORD002213,credit_card,2,1271.33
ORD002214,debit_card,1,17.2
ORD002215,debit_card,1,281.99
ORD002216,credit_card,1,143.23
ORD002217,credit_card,10,193.63
ORD002218,debit_card,1,39.66
ORD002219,debit_card,1,95.24
ORD002220,credit_card,1,159.79
ORD002221,credit_card,6,554.97
ORD002222,boleto,1,3493.67
ORD002223,boleto,1,52.73
ORD002224,credit_card,2,797.56
ORD002225,boleto,1,322.85
ORD002226,credit_card,1,341.09
ORD002227,credit_card,1,250.96
ORD002228,credit_card,1,700.15
ORD002229,boleto,1,31.06
ORD002230,credit_card,2,83.68
ORD002231,credit_card,1,485.26
ORD002232,credit_card,1,231.91
ORD002233,voucher,1,693.72
ORD002234,debit_card,1,611.12
ORD002235,credit_card,2,1350.52
ORD002236,credit_card,1,217.88
ORD002237,boleto,1,53.97
ORD002238,credit_card,3,103.15
ORD002239,credit_card,3,240.61
ORD002240,boleto,1,969.12
ORD002241,credit_card,1,468.67
ORD002242,voucher,1,304.22
ORD002243,credit_card,2,51.3
ORD002244,debit_card,1,496.59
ORD002245,credit_card,1,761.9
ORD002246,credit_card,10,522.26
ORD002247,credit_card,3,135.66
ORD002248,credit_card,2,811.26
ORD002249,credit_card,2,48.55
ORD002250,boleto,1,723.47
ORD002251,debit_card,1,220.6
ORD002252,credit_card,3,333.11
ORD002253,credit_card,3,198.89
ORD002254,credit_card,1,558.08
ORD002255,debit_card,1,1312.35
ORD002256,credit_card,1,917.2
ORD002257,debit_card,1,322.96
ORD002258,credit_card,1,144.24
ORD002259,credit_card,1,231.63
ORD002260,credit_card,1,282.79
ORD002261,credit_card,10,31.39
ORD002262,voucher,1,219.3
ORD002263,boleto,1,2432.69
ORD002264,credit_card,2,63.47
ORD002265,debit_card,1,375.19
ORD002266,credit_card,3,536.05
ORD002267,credit_card,2,62.06
ORD002268,debit_card,1,621.38
ORD002269,boleto,1,180.82
ORD002270,debit_card,1,265.12
ORD002271,boleto,1,462.05
ORD002272,credit_card,1,139.44
ORD002273,credit_card,10,490.47
ORD002274,credit_card,3,109.8
ORD002275,debit_card,1,140.71
ORD002276,credit_card,2,258.76
ORD002277,debit_card,1,515.79
ORD002278,boleto,1,471.15
ORD002279,debit_card,1,520.36
ORD002280,boleto,1,131.69
ORD002281,boleto,1,170.2
ORD002282,credit_card,10,912.35
ORD002283,debit_card,1,480.23
ORD002284,debit_card,1,242.76
ORD002285,credit_card,3,82.25
ORD002286,credit_card,1,197.2
ORD002287,credit_card,6,52.92
ORD002288,credit_card,1,150.03
ORD002289,boleto,1,134.22
ORD002290,boleto,1,90.34
ORD002291,credit_card,6,504.27
ORD002292,credit_card,1,1655.04
ORD002293,credit_card,3,95.52
ORD002294,credit_card,1,536.73
ORD002295,boleto,1,1784.65
ORD002296,boleto,1,62.31
ORD002297,debit_card,1,477.12
ORD002298,boleto,1,418.96
ORD002299,credit_card,3,156.54
ORD002300,credit_card,2,269.01
ORD002301,credit_card,3,144.72
ORD002302,credit_card,1,69.51
ORD002303,credit_card,6,308.48
ORD002304,debit_card,1,635.76
ORD002305,credit_card,1,448.8
ORD002306,credit_card,6,157.11
ORD002307,voucher,1,295.83
ORD002308,credit_card,1,902.7
ORD002309,debit_card,1,99.92
ORD002310,credit_card,6,684.0
ORD002311,debit_card,1,192.42
ORD002312,debit_card,1,257.79
ORD002313,debit_card,1,77.03
ORD002314,credit_card,3,220.09
ORD002315,credit_card,1,134.53
ORD002316,credit_card,2,134.93
ORD002317,debit_card,1,1531.04
ORD002318,credit_card,1,60.75
ORD002319,credit_card,10,71.58
ORD002320,debit_card,1,596.23
ORD002321,credit_card,6,99.64
ORD002322,boleto,1,251.23
ORD002323,credit_card,6,360.14
ORD002324,voucher,1,411.16
ORD002325,debit_card,1,1300.86
ORD002326,credit_card,10,182.73
ORD002327,credit_card,2,346.86
ORD002328,boleto,1,49.68
ORD002329,credit_card,1,672.52
ORD002330,credit_card,2,793.99
ORD002331,boleto,1,1531.87
ORD002332,boleto,1,221.92
ORD002333,credit_card,2,41.85
ORD002334,credit_card,2,255.4
ORD002335,credit_card,1,1059.14
ORD002336,debit_card,1,393.52
ORD002337,credit_card,10,707.05
ORD002338,credit_card,10,867.03
ORD002339,boleto,1,863.5
ORD002340,credit_card,2,1927.05
ORD002341,credit_card,6,519.44
ORD002342,credit_card,1,285.86
ORD002343,debit_card,1,868.69
ORD002344,debit_card,1,1188.09
ORD002345,credit_card,10,61.58
ORD002346,credit_card,3,305.35
ORD002347,credit_card,1,89.56
ORD002348,credit_card,1,72.52
ORD002349,credit_card,3,248.53
ORD002350,credit_card,1,1177.79
ORD002351,debit_card,1,130.19
ORD002352,credit_card,3,168.42
ORD002353,credit_card,2,205.37
ORD002354,credit_card,10,373.05
ORD002355,debit_card,1,3403.17
ORD002356,boleto,1,92.1
ORD002357,credit_card,3,805.97
ORD002358,boleto,1,198.75
ORD002359,debit_card,1,78.12
ORD002360,credit_card,1,1607.29
ORD002361,debit_card,1,1596.49
ORD002362,boleto,1,929.41
ORD002363,debit_card,1,88.04
ORD002364,credit_card,2,52.98
ORD002365,credit_card,1,81.7
ORD002366,boleto,1,352.44
ORD002367,credit_card,1,87.22
ORD002368,credit_card,2,1908.75
ORD002369,credit_card,6,75.32
ORD002370,credit_card,1,28.48
ORD002371,credit_card,1,418.72
ORD002372,voucher,1,527.82
ORD002373,credit_card,6,143.81
ORD002374,debit_card,1,1094.44
ORD002375,credit_card,6,70.77
ORD002376,credit_card,3,80.4
ORD002377,credit_card,1,36.48
ORD002378,boleto,1,648.33
ORD002379,credit_card,1,1349.93
ORD002380,credit_card,3,449.49
ORD002381,boleto,1,20.83
ORD002382,voucher,1,107.06
ORD002383,debit_card,1,1052.82
ORD002384,credit_card,3,115.97
ORD002385,credit_card,2,1575.41
ORD002386,boleto,1,100.92
ORD002387,boleto,1,1509.98
ORD002388,boleto,1,56.06
ORD002389,credit_card,1,241.62
ORD002390,credit_card,1,893.02
ORD002391,boleto,1,322.04
ORD002392,debit_card,1,67.16
ORD002393,credit_card,3,58.64
ORD002394,credit_card,2,353.4
ORD002395,debit_card,1,284.35
ORD002396,boleto,1,298.22
ORD002397,boleto,1,2025.19
ORD002398,debit_card,1,188.24
ORD002399,credit_card,1,82.84
ORD002400,credit_card,6,69.17
ORD002401,credit_card,1,149.86
ORD002402,credit_card,2,47.4
ORD002403,credit_card,2,944.53
ORD002404,credit_card,6,217.75
ORD002405,boleto,1,1714.6
ORD002406,credit_card,2,2853.05
ORD002407,credit_card,1,233.72
ORD002408,boleto,1,515.37
ORD002409,credit_card,1,409.37
ORD002410,debit_card,1,70.28
ORD002411,credit_card,1,212.66
ORD002412,voucher,1,242.68
ORD002413,boleto,1,62.43
ORD002414,credit_card,2,117.98
ORD002415,boleto,1,827.67
ORD002416,debit_card,1,141.25
ORD002417,credit_card,10,51.73
ORD002418,boleto,1,1015.2
ORD002419,voucher,1,89.12
ORD002420,boleto,1,1030.24
ORD002421,credit_card,1,48.45
ORD002422,credit_card,2,687.92
ORD002423,credit_card,1,1546.83
ORD002424,debit_card,1,1490.82
ORD002425,credit_card,2,1502.68
ORD002426,debit_card,1,101.61
ORD002427,debit_card,1,67.45
ORD002428,boleto,1,2051.56
ORD002429,boleto,1,81.48
ORD002430,credit_card,3,413.25
ORD002431,credit_card,2,210.28
ORD002432,debit_card,1,422.48
ORD002433,credit_card,2,98.59
ORD002434,boleto,1,228.23
ORD002435,boleto,1,598.63
ORD002436,credit_card,3,52.74
ORD002437,debit_card,1,255.85
ORD002438,debit_card,1,115.41
ORD002439,credit_card,1,163.29
ORD002440,credit_card,6,72.44
ORD002441,boleto,1,1442.59
ORD002442,credit_card,3,32.71
ORD002443,boleto,1,116.23
ORD002444,credit_card,10,101.84
ORD002445,credit_card,6,374.5
ORD002446,boleto,1,1294.83
ORD002447,credit_card,1,1020.39
ORD002448,credit_card,2,84.13
ORD002449,credit_card,6,688.75
ORD002450,credit_card,3,624.34
ORD002451,boleto,1,487.51
ORD002452,debit_card,1,67.13
ORD002453,boleto,1,1493.97
ORD002454,credit_card,1,50.48
ORD002455,credit_card,1,604.58
ORD002456,boleto,1,830.8
ORD002457,debit_card,1,1517.05
ORD002458,credit_card,1,1262.87
ORD002459,credit_card,2,585.21
ORD002460,voucher,1,93.17
ORD002461,credit_card,6,176.54
ORD002462,credit_card,3,250.1
ORD002463,credit_card,1,79.9
ORD002464,debit_card,1,1966.4
ORD002465,credit_card,1,133.45
ORD002466,debit_card,1,632.06
ORD002467,debit_card,1,1559.89
ORD002468,voucher,1,157.11
ORD002469,credit_card,1,175.77
ORD002470,credit_card,3,2015.66
ORD002471,credit_card,1,395.71
ORD002472,credit_card,1,1409.01
ORD002473,debit_card,1,178.45
ORD002474,credit_card,10,156.15
ORD002475,boleto,1,647.09
ORD002476,credit_card,3,944.26
ORD002477,voucher,1,1144.27
ORD002478,credit_card,1,628.24
ORD002479,credit_card,2,22.66
